id,name,website,country,audience_geography,categories,industries,languages,opportunity_types,cost_model,priority,current_status,submission_url,pitch_url,press_release_url,advertising_url,media_kit_url,requires_editorial_approval,sponsored_content_available,backlink_type,link_target_type,listing_page_indexability,link_evidence_url,link_evidence_checked_at,media_score,media_score_band,publishing_model,best_for,note,limitations,last_verified
md-design-news,Design News,https://www.designnews.com,united-states,national,engineering-media,engineering; hardware,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Design engineering publication covering materials, electronics and automation.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-developing-telecoms,Developing Telecoms,https://www.developingtelecoms.com,united-kingdom,global,telecom-media,telecom,en,contributed-article; editorial-submission,free,P2,active,https://www.developingtelecoms.com/,,,,,yes,,,,,,,89,Exceptional,contributor-network,telecom-voip-ucaas,"Telecom news focused on emerging markets in Africa, Asia, Latin America and the Middle East, with submission and contributor routes.",Emerging-market telecom. A European or US-only story is out of scope.,2026-08-08
md-dienas-bizness,Dienas Bizness,https://db.lv,latvia,national,local-business-media,finance; general,lv,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Latvian business publication covering companies, finance, industry and entrepreneurship.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4. www.db.lv redirects to this host.",2026-08-14
md-digital-commerce-360,Digital Commerce 360,https://www.digitalcommerce360.com,united-states,national,ecommerce-retail-media,ecommerce; retail,en,editorial-submission,free,P2,active,https://www.digitalcommerce360.com/about-us/,,,,,yes,,,,,,,87,Strong,staff-editorial,ecommerce; marketing-agency,"Ecommerce industry research and news, publisher of the Top 1000 online retailer rankings.",Much of the research is paid; the editorial submission route is separate.,2026-08-08
md-digital-news-asia,Digital News Asia,https://www.digitalnewsasia.com,malaysia,regional,startup-media; technology-media,general; software,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Malaysian-based technology and digital-economy publication covering startups, enterprise IT and policy across Southeast Asia.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4. The homepage is client-rendered; the live article feed was read from the site’s RSS endpoint instead.",2026-08-14
md-disrupt-africa,Disrupt Africa,https://disrupt-africa.com,south-africa,regional,startup-media,fintech; saas,en,editorial-submission,free,P2,active,https://disrupt-africa.com/contact/,,,,,yes,,,,,,,88,Exceptional,staff-editorial,startup; b2b-saas; finance-fintech,"Pan-African startup news and research, with a contact page inviting startup submissions.","African startups only. The contact page is titled ""Old Disrupt Africa"", so confirm the current desk before relying on it.",2026-08-08
md-dunya,Dünya,https://www.dunya.com,turkey,national,local-business-media,finance; general,tr,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Turkish economy and business daily covering companies, finance, industry and trade.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-eco-sapo,ECO,https://eco.sapo.pt,portugal,national,local-business-media,finance; general,pt,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Portuguese online economy and business publication covering companies, markets and policy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-ein-presswire,EIN Presswire,https://www.einpresswire.com,united-states,global,press-release-distribution,general,en,press-release,paid,P2,active,,,,,,,,,,,,,49,Limited,wire-carrier,,"Mid-priced distribution with a published price list and a large syndication network, including US news-site partners.",Paid only. Reach is syndication rather than earned coverage.,2026-08-07
md-economic-times-tech,ET Tech,https://economictimes.indiatimes.com/tech,india,national,technology-media,ai; saas,en,unknown,unknown,P2,active,,,,,,,,,,indexable,https://economictimes.indiatimes.com/company/mapsko-builders-private-limited/U45203DL2003PTC118590,2026-08-21,,,unknown,,The technology desk of India’s largest business newspaper.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-eu-startups,EU-Startups,https://www.eu-startups.com,germany,regional,startup-media,fintech; saas,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Pan-European startup news, funding coverage and a startup database.","Several submission URLs were checked and all return 404, so the current route could not be established.",2026-08-07
md-edison-awards,Edison Awards,https://www.edisonawards.com,united-states,global,business-awards,general,en,award-entry,paid,P2,active,https://edisonawards.com/,,,,,yes,,,,,,,70,Good,marketplace,,"Innovation awards for new products and services, judged by a panel and producing public finalist and winner pages.",Paid nomination with an annual deadline. Product innovation only.,2026-08-08
md-ekonomichna-pravda,Ekonomichna Pravda,https://epravda.com.ua,ukraine,national,local-business-media,finance; general,uk,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Ukrainian business and economics publication covering companies, markets, energy and economic policy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-el-financiero-cr,El Financiero,https://www.elfinancierocr.com,costa-rica,national,local-business-media,finance; general,es,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Costa Rican business publication covering the economy, finance, companies and regional trade.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-emerce,Emerce,https://www.emerce.nl,netherlands,national,ecommerce-retail-media; marketing-media,ecommerce; marketing,nl,editorial-pitch; press-release,free,P2,active,,,,,,,,,,,,,81,Strong,staff-editorial,ecommerce; marketing-agency; b2b-saas,"Dutch online business, media and marketing publication, with a contact page distinguishing press releases from editorial contact.",The contact page names both a press-release address and the editorial desk; those are different routes and the release route is not editorial coverage.,2026-08-07
md-energy-storage-news,Energy-Storage.news,https://www.energy-storage.news,united-kingdom,global,energy-cleantech-media,energy,en,editorial-submission,free,P2,active,https://www.energy-storage.news/contact/,,,,,yes,,,,,,,89,Exceptional,staff-editorial,energy-cleantech,"Battery and grid-scale energy storage industry news from Solar Media, with a contact page carrying a submission route.",Energy storage only.,2026-08-08
md-enterprise-egypt,EnterpriseAM Egypt,https://enterpriseam.com/egypt/,egypt,national,local-business-media,finance; general,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"English-language daily business briefing on the Egyptian economy, companies, banking and policy, delivered as a newsletter and website.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4. enterprise.press redirects to this host after the EnterpriseAM rebrand.",2026-08-14
md-entrackr,Entrackr,https://entrackr.com,india,national,startup-media,fintech; saas,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Indian startup and funding investigative coverage.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-exame,Exame,https://exame.com,brazil,national,global-business-media,finance; general,pt,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Brazil’s main business magazine, covering companies, markets and management.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission page was found in the site's own navigation.",2026-08-08
md-expansion,Expansión,https://www.expansion.com,spain,national,global-business-media,finance; general,es,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Spain’s main business and markets daily.,No public submission route was established.,2026-08-07
md-expansion-mx,Expansión,https://expansion.mx,mexico,national,global-business-media,general,es,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Mexican business magazine covering companies, economy and management.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission page was found in the site's own navigation.",2026-08-08
md-farm-progress,Farm Progress,https://www.farmprogress.com,united-states,national,agriculture-food-media,agriculture,en,contributed-article; editorial-submission,free,P2,active,,,,,,yes,,,,,,,80,Strong,contributor-network,agtech-food,"The largest US farm media group, publishing regional farm titles and running Farm Progress Show.","The regional farm titles share one editorial organisation, so this is one submission rather than one per state title.",2026-08-08
md-featured,Featured,https://featured.com,united-states,global,journalist-source-platform,general,en,expert-source,freemium,P2,active,,,,,,,,,,,,,64,Moderate,marketplace,,A question-and-answer platform where experts answer publisher questions for attributed inclusion in articles. [accessibility:2026-08-14] verified in a browser: masthead vocabulary.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-fierce-healthcare,Fierce Healthcare,https://www.fiercehealthcare.com,united-states,national,healthcare-media,healthcare,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"US healthcare business news covering payers, providers and health technology.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-fierce-network,Fierce Network,https://www.fiercenetwork.com,united-states,global,telecom-media,telecom,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Telecom and network industry news, the merged Fierce Telecom and Fierce Wireless titles.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-finance-si,Finance,https://www.finance.si,slovenia,national,local-business-media,finance; general,sl,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Slovenian business and financial daily covering companies, markets and the economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-finextra,Finextra,https://www.finextra.com,united-kingdom,global,fintech-media,finance; fintech,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Financial technology news with a large member community of banks and vendors.,"A contributors URL was checked and returns 404, so the current route could not be established.",2026-08-07
md-food-dive,Food Dive,https://www.fooddive.com,united-states,national,agriculture-food-media,agriculture; retail,en,editorial-pitch; editorial-submission; press-release,free,P2,active,https://www.fooddive.com/submit-tip/,,,,,,,,,,,,89,Exceptional,staff-editorial,agtech-food; ecommerce; manufacturer,"Industry Dive’s food and beverage manufacturing title, covering brands, ingredients and regulation, with release and tip routes on its about page.","Food manufacturing and CPG, not agriculture production.",2026-08-14
md-forbes,Forbes,https://www.forbes.com,united-states,global,global-business-media,general,en,editorial-submission,unknown,P2,active,https://www.forbes.com/sites/forbesstaff/article/tips-and-confidential-sources/,,,,,,,,,,,,88,Exceptional,staff-editorial,professional-services; local-business; finance-fintech,A major global business title. Staff journalism and the paid Councils contributor programme are entirely separate things.,"No open pitch route was established for staff coverage. For the paid publishing route see the Forbes Councils record, which is not staff coverage.",2026-08-14
md-forbes-mexico,Forbes México,https://forbes.com.mx,mexico,national,global-business-media,general,es,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"The Mexican edition of Forbes, with its own newsroom and rankings.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission page was found in the site's own navigation.",2026-08-08
md-fortune,Fortune,https://fortune.com,united-states,global,global-business-media,general,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,A major global business title with strong company-ranking franchises.,No public submission route was established.,2026-08-07
md-geektime,Geektime,https://www.geektime.co.il,israel,national,startup-media; technology-media,general; software,he,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Israeli technology and startup publication covering the local high-tech industry, funding and founders.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-globes,Globes,https://en.globes.co.il,israel,national,local-business-media,finance; general,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Israeli business daily; this is its English edition, covering companies, capital markets and the technology sector.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4. www.globes.co.il/en redirects to this English-edition host.",2026-08-14
md-gruenderszene,Gründerszene,https://www.businessinsider.de/gruenderszene,germany,national,startup-media,fintech; saas,de,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,German startup and venture coverage. Now published as a section of Business Insider Deutschland; gruenderszene.de redirects there.,"No longer an independent title, so pitches go through the Business Insider Deutschland newsroom rather than a standalone desk.",2026-08-07
md-gulf-business,Gulf Business,https://gulfbusiness.com,united-arab-emirates,regional,global-business-media,general,en,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,Regional Gulf business publication. One regional submission reaches the GCC rather than one per country. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. A human needs to open it in a browser and confirm whether a submission or pitch route exists.",2026-08-14
md-hr-brew,HR Brew,https://www.hrbrew.com,united-states,global,hr-recruitment-media; newsletter-platform,hr,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Morning Brew’s HR-industry newsletter for people leaders.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-hr-dive,HR Dive,https://www.hrdive.com,united-states,national,hr-recruitment-media,hr,en,editorial-pitch; editorial-submission; press-release,free,P2,active,https://www.hrdive.com/submit-tip/,,,,,,,,,,,,89,Exceptional,staff-editorial,hr-recruitment,"Industry Dive’s human resources title, covering employment law, benefits and workforce policy.",The release route and the editorial tip route are different asks and land in different places. Route established in Wave 3; the Wave 2 record inherited an unverified sibling-title assumption.,2026-08-14
md-hackernoon,HackerNoon,https://hackernoon.com,united-states,global,contributor-platform; technology-media,ai; crypto; software,en,contributed-article,freemium,P2,active,,,,,,yes,,,,,,,80,Strong,contributor-network,b2b-saas; ai-startup; startup,"A technology publication built on outside contributors, where submitted drafts pass through editorial review before publication.",Review is a real gate and turnaround varies. Sponsored placement is sold separately from the free contributor route.,2026-08-07
md-handelsblatt,Handelsblatt,https://www.handelsblatt.com,germany,national,global-business-media,finance; general,de,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Germany’s principal business and financial daily.,No public pitch route was established. Mostly paywalled.,2026-08-07
md-handelszeitung,Handelszeitung,https://www.handelszeitung.ch,switzerland,national,local-business-media,finance; general,de,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Swiss business weekly and portal covering companies, markets, management and the economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-hashnode,Hashnode,https://hashnode.com,united-states,global,contributor-platform; developer-open-source-media,devops; software,en,self-publish,freemium,P2,active,,,,,,,,,,,,,50,Limited,open-submission,,A developer blogging platform where a company or engineer publishes on their own domain with a shared discovery feed.,"Self-published, so there is no editorial endorsement.",2026-08-07
md-healthcare-it-news,Healthcare IT News,https://www.healthcareitnews.com,united-states,national,healthcare-media,healthcare,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Health IT and hospital technology publication from HIMSS Media. [accessibility:2026-08-14] verified in a browser: the masthead names itself as a publication.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-hospitality-net,Hospitality Net,https://www.hospitalitynet.org,netherlands,global,travel-hospitality-media,hospitality,en,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,Global hotel industry news and opinion platform carrying industry-submitted content. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-hospodarske-noviny,Hospodářské noviny,https://hn.cz,czech-republic,national,local-business-media,finance; general,cs,unknown,unknown,P2,active,,,,,,,,,,noindex,https://hn.cz/autori/tomas-kubica-19929040,2026-08-21,,,unknown,,"Czech business daily covering the economy, companies, politics and markets.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-hotel-tech-report,Hotel Tech Report,https://hoteltechreport.com,united-states,global,travel-hospitality-media,hospitality; saas,en,company-profile,freemium,P2,active,https://hoteltechreport.com/,,,,,,,,,,,,69,Good,marketplace,,"Hotel technology vendor directory and review platform, with per-vendor profiles, verified hotelier reviews and annual category rankings.","A vendor listing and review programme, not editorial coverage. Rankings depend on collected reviews.",2026-08-08
md-it-brew,IT Brew,https://www.itbrew.com,united-states,global,newsletter-platform; technology-media,software,en,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,Morning Brew’s IT-industry newsletter for technology operators. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-itweb,ITWeb,https://www.itweb.co.za,south-africa,national,technology-media,software,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,South Africa’s main enterprise IT publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-il-sole-24-ore,Il Sole 24 Ore,https://www.ilsole24ore.com,italy,national,global-business-media,finance; general,it,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Italy’s principal business and financial daily, published by Confindustria.",No public submission route was established.,2026-08-07
md-indie-hackers,Indie Hackers,https://www.indiehackers.com,united-states,global,startup-launch-platform; startup-media,saas; software,en,contributed-article; self-publish,free,P2,active,,,,,,,,,,,,,82,Strong,contributor-network,startup; b2b-saas; ai-startup,"A community where founders publish build-in-public posts, milestones and revenue notes under their own name.","Self-published posts, so reach depends entirely on the community. Not editorial coverage.",2026-08-14
md-industryweek,IndustryWeek,https://www.industryweek.com,united-states,national,manufacturing-media,industrial; manufacturing,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"US manufacturing leadership publication covering operations, supply chain and industrial strategy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-infosecurity-magazine,Infosecurity Magazine,https://www.infosecurity-magazine.com,united-kingdom,global,cybersecurity-media,cybersecurity,en,contributed-article; editorial-pitch,free,P2,active,,,,,,yes,,,,,,,83,Strong,contributor-network,cybersecurity,"Information security magazine and conference brand, listing editorial contacts including a contributions route.",Practitioner-authored analysis rather than product news.,2026-08-07
md-internet-retailing,InternetRetailing,https://www.internetretailing.net,united-kingdom,national,ecommerce-retail-media,ecommerce; retail,en,contributed-article,unknown,P2,active,,,,,,,,,,,,,78,Strong,contributor-network,ecommerce,UK and European ecommerce and multichannel retail publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-14
md-jornal-de-negocios,Jornal de Negócios,https://www.jornaldenegocios.pt,portugal,national,local-business-media,finance; general,pt,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Portuguese business daily covering listed companies, markets, the economy and corporate news.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-ked-global,KED Global,https://www.kedglobal.com,south-korea,national,global-business-media,finance; general,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"The Korea Economic Daily’s English service, covering Korean companies, chips and capital markets.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-katadata,Katadata,https://katadata.co.id,indonesia,national,local-business-media,energy; finance; general,id,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Indonesian business, economy and data-journalism publication covering companies, energy and policy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4. www.katadata.co.id redirects to this host.",2026-08-14
md-kr-asia,KrASIA,https://kr-asia.com,singapore,regional,startup-media,saas,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Asian technology and startup coverage, strongest on China and Southeast Asia.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-law-com,Law.com,https://www.law.com,united-states,national,legal-media,legal,en,editorial-pitch,unknown,P2,active,,https://www.law.com/contact-us/,,,,,,,,,,,85,Strong,staff-editorial,legal; professional-services,"ALM’s legal industry network, covering law firm business, litigation and legal technology.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-14
md-ledge-ai,Ledge.ai,https://ledge.ai,japan,national,ai-media,ai,ja,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Japan’s largest AI-focused news media, covering AI vendors, research and adoption.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-lennys-newsletter,Lenny’s Newsletter,https://www.lennysnewsletter.com,united-states,global,newsletter-platform; saas-media,saas,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"The most-read product management newsletter, read by PMs and founders.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-les-echos,Les Echos,https://www.lesechos.fr,france,national,global-business-media,finance; general,fr,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,France’s principal business and financial daily. [accessibility:2026-08-14] verified in a browser: 38 article elements.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-link-to-leaders,Link To Leaders,https://linktoleaders.com,portugal,national,startup-media,general,pt,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Portuguese publication for entrepreneurs, startups and investors, covering founders, funding and business growth.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-magnitt,MAGNiTT,https://www.magnitt.com,united-arab-emirates,regional,startup-media,saas,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Emerging-venture data platform for MENA, Turkey and Pakistan, with public startup and investor profiles.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-mamstartup,MamStartup,https://mamstartup.pl,poland,national,startup-media,general,pl,sponsored-content,paid,P2,active,,,,,,,yes,,,,,,47,Limited,unknown,,"Polish startup and entrepreneurship publication covering funding rounds, founders and the domestic technology scene.","The only route read from the site is the commercial ""Reklama"" page; no free editorial submission or contributor programme was documented there.",2026-08-14
md-matchmaker-fm,MatchMaker.fm,https://matchmaker.fm,united-kingdom,global,podcast-platform,general,en,podcast-guest,freemium,P2,active,https://www.matchmaker.fm/,,,,,yes,,,,,,,72,Good,marketplace,,"A marketplace connecting podcast shows with guests, where a founder or executive lists themselves and pitches shows directly.",Hosts choose. Free accounts have limited outbound pitches.,2026-08-08
md-medtech-dive,MedTech Dive,https://www.medtechdive.com,united-states,national,healthcare-media,healthcare,en,editorial-submission,unknown,P2,active,https://www.medtechdive.com/submit-tip/,,,,,,,,,,,,86,Strong,staff-editorial,healthcare,"Medical device industry news, regulation and company coverage.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-14
md-mentionmatch,MentionMatch,https://mentionmatch.com,united-states,global,journalist-source-platform,general,en,expert-source; journalist-source,freemium,P2,active,,,,,,,,,,,,,64,Moderate,marketplace,,Connects B2B writers with expert sources. Formerly Help a B2B Writer; helpab2bwriter.com now redirects here.,"B2B focus, so consumer-facing pitches are out of scope. Rebranded, so older references use the previous name.",2026-08-07
md-milano-finanza,Milano Finanza,https://www.milanofinanza.it,italy,national,finance-media,finance; insurance,it,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Italian financial daily covering markets, listed companies, banking, insurance and tax.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-livemint,Mint,https://www.livemint.com,india,national,global-business-media,finance; general,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Indian business and markets daily from HT Media.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-mobile-world-live,Mobile World Live,https://www.mobileworldlive.com,united-kingdom,global,telecom-media,telecom,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"The GSMA’s mobile industry news service, closely tied to MWC.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-modern-machine-shop,Modern Machine Shop,https://www.mmsonline.com,united-states,national,manufacturing-media,manufacturing,en,editorial-pitch,free,P2,active,,,,,,yes,,,,,,,80,Strong,staff-editorial,manufacturer; agtech-food,"The reference US metalworking and machining trade publication, part of Gardner Business Media.",Machining and metalworking only. The contact page reaches the editorial team; it is not a submission form.,2026-08-08
md-modern-retail,Modern Retail,https://www.modernretail.co,united-states,national,ecommerce-retail-media,ecommerce; retail,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,DTC and modern retail brand coverage from Digiday Media.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-muck-rack,Muck Rack,https://muckrack.com,united-states,global,journalist-source-platform,general,en,expert-source,paid,P2,active,,,,,,,,,,,,,60,Moderate,marketplace,,"A journalist database and PR platform with public journalist profiles, used for targeted pitching rather than broadcast distribution. [accessibility:2026-08-14] verified in a browser: masthead vocabulary.","The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-naftemporiki,Naftemporiki,https://www.naftemporiki.gr,greece,national,local-business-media,finance; general; logistics,el,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Greek business and financial daily covering markets, shipping, companies and the economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-nairametrics,Nairametrics,https://nairametrics.com,nigeria,national,finance-media,finance,en,press-release,unknown,P2,active,,,,,,,,,,,,,47,Limited,wire-carrier,,"Nigerian business, markets and personal-finance publication, with a contact page naming a press-release route.",Nigerian market. A release route is not an editorial pitch route.,2026-08-08
md-neofeed,NeoFeed,https://neofeed.com.br,brazil,national,global-business-media,finance; general,pt,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Brazilian business journalism covering companies, deals and venture capital.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission page was found in the site's own navigation.",2026-08-08
md-newsvoir,NewsVoir,https://www.newsvoir.com,india,national,press-release-distribution,general,en; hi,press-release,paid,P2,active,,,https://www.newsvoir.com/press-release-distribution.html,,,,,,,,,,53,Moderate,wire-carrier,,Indian press-release distribution service publishing releases in English and Hindi to newsrooms and its own public release feed.,"Paid distribution, not editorial coverage. Package pricing was not read from the site; the service is sold through a sales contact.",2026-08-14
md-newswire-com,Newswire,https://www.newswire.com,united-states,national,press-release-distribution,general,en,press-release,paid,P2,active,,,https://www.newswire.com/our_prices,,,,,,,,,,53,Moderate,wire-carrier,,"Press release distribution bundled with a media database and pitching tools, aimed at small and mid-sized companies.",Paid only. The media database and pitching tools are separate products from distribution.,2026-08-14
